BIDU,LULU,UL,RDS/A,RY,NVS,CP,GOLD,GIB,NGG,GOOGL,HD,WMT,VLO,JPM,JNJ,BA,DWDP,INTC,NEE,HYG ,CELG ,MNST ,VRML ,EA ,PGF ,EMB ,MDLZ ,LMT ,AMD 
-0.067201027,-0.209093288,0.011283738,-0.104873254,-0.005955454,-0.054891432,-0.009760436,-0.085267986,-0.020137676,0.051754123,-0.014963285,-0.003638823,0.001323467,0.01243165,-0.049205853,-0.007079454,0.001690216,-0.021856704,0.055685768,-0.009114849,-0.030137542,-0.084302052,-0.024339673,-0.019983743,0.023811553,0.00372098,-0.011016563,-0.007930197,0.030094326,-0.050099657
0.364311086,-0.029220238,0.098346843,0.106984496,0.039532421,-0.016209848,-0.021383397,0.209119397,0.025683413,0.028292422,0.155113705,0.07056878,-0.117211698,0.096838502,0.061013513,0.082270923,0.130736822,0.218631975,0.123423921,0.052383293,0.03215669,0.134417946,0.008724121,-0.0200001,0.063763738,0.020694314,0.024149806,0.102459895,0.060392549,0.23255804
0.161442597,-0.028705866,-0.037245601,-0.035076012,-0.000898173,-0.058642558,0.048358441,-0.04417707,0.169993842,-0.015619959,0.033277084,0.081570993,0.026702381,0.096444075,0.036570912,0.008252028,-0.012798692,0.007652551,0.032713279,-0.021024111,-0.026097535,-0.109309753,0.132926837,-0.087984794,-0.060636807,0.011041005,0.001787531,-0.055409545,0.00320789,0.111957447
-0.133924787,0.096039549,0.00510095,-0.080983058,-0.058719889,0.008185165,-0.134236584,0.004249491,-0.080970215,9.60369E-05,0.018672745,-0.008968251,0.048935862,-0.01720344,-0.01094815,0.013418628,-0.007112785,-0.004844834,-0.010403436,0.039156399,-0.021044375,0.092998164,-0.037756361,0.004386492,0.012518738,0.011239707,-0.016298098,0.029720651,-0.010371482,0.214901595
-0.138356755,0.180925292,0.024633359,-0.042656623,-0.034804231,-0.095829984,-0.063713516,0.340782028,0.069659828,0.016227074,-0.023450007,-0.051110124,0.080508461,-0.04220045,-0.094267204,0.014708148,-0.171204392,-0.186185584,-0.101600986,0.073235522,-0.018045335,-0.164361049,-0.095545352,-0.152091956,-0.062790183,-0.005771397,-0.001658257,-0.040841039,-0.030357837,-0.235485877
0.059916563,0.008382756,-0.027799338,0.054138327,-0.007519721,-0.055665754,0.009943703,0.401428364,-0.027891426,-0.052101981,-0.060213229,-0.015291112,-0.002551786,-0.108188222,-0.056031913,0.012303411,-0.009409311,0.155130552,-0.039968002,0.015474065,0.012645009,0.002833332,-0.072834715,0.056642338,-0.006975785,-0.007698713,0.015222856,-0.06187917,0.028270927,-0.029523127
0.099030229,0.077737653,0.053464233,0.06365323,0.12764154,0.017053217,0.095487056,-0.023968415,0.141412001,0.059882791,0.06204016,0.078916993,0.038295534,0.065926365,0.050214809,0.026769152,0.072474017,0.054099646,0.091624555,0.047277295,0.023683279,-0.008989286,0.061147113,-0.094242793,0.027459389,0.020608999,0.031349464,-0.00757174,0.024810711,0.330125501
0.016923516,-0.032894253,-6.08739E-05,0.090647367,0.089521921,0.047736483,0.086126856,0.425368797,-0.044735652,0.007268311,-0.073113044,0.002454001,-0.024646588,-0.083157516,0.073643447,0.034866019,0.060925517,0.033414679,-0.064981135,-0.007415673,0.030090794,0.032176647,0.080270558,-0.055415269,-0.065431558,0.004991606,0.014490379,0.069794137,0.048126139,0.244620535
-0.083412083,-0.010233276,0.013303702,-0.068120433,-0.033047341,0.044296941,-0.103929516,-0.135517763,0.021556024,0.022695654,0.055576641,-0.010366723,0.063648456,-0.062942493,0.030452765,0.0102799,-0.058383486,-0.026060141,0.049549006,0.026701131,-0.000607866,0.018103816,0.037784471,-0.117408314,0.238605016,0.012178877,-0.004449966,0.033314125,0.02136773,0.285023544
-0.0767475,0.134033185,0.049830034,0.137041203,-0.020351861,0.035980803,-0.004873956,0.271356438,-0.088753293,0.034196106,-0.062269763,-0.035280424,0.029897058,-0.069391982,-0.04970495,0.074653995,0.027738404,-0.024920082,0.036552961,0.083830786,0.016089432,-0.067045979,0.0696497,-0.099311276,-0.014649323,0.012812858,0.039821289,0.024997284,0.048793661,0.122976177
-0.035474313,0.049444795,-0.024828216,-0.063983676,0.04025186,0.007221307,0.161109992,0.022019088,0.13463349,-0.027160993,0.122944941,0.080753475,-0.002553244,0.023229539,0.035305623,0.030530511,0.027314529,0.07779354,0.060936378,-0.018049482,0.011198348,0.135615024,-0.002372513,0.232365734,0.005523263,0.012599452,0.011753966,-0.035487485,0.016506001,0.33276185
0.069166568,-0.017381862,-0.002535684,-0.040367491,0.016328271,-0.056628056,0.019532008,-0.223720765,0.000389635,-0.043556459,-0.004583482,-0.027512521,-0.01681599,0.067498329,0.052481517,-0.043345813,-0.02604341,-0.003259571,0.034304564,-0.053211162,0.016889062,-0.051278905,-0.044648194,0.02649648,0.061633782,0.002713229,0.010472892,0.020946512,-0.034790182,0.076016601
0.063000263,-0.204280903,0.018931558,0.02262548,-0.00387656,0.001111186,-0.001464655,0.040439253,-0.023071284,0.022010839,0.016689858,-0.041861592,0.008217577,-0.043757991,-0.014782381,-0.011439998,0.016389328,-0.026468685,0.050524121,0.010109717,0.0094391,-0.022005416,-0.047307489,-0.079315084,0.050034813,-0.014995745,0.002809312,-0.021958386,-0.014677037,-0.067517116
-0.030165568,-0.062717796,-0.114973173,-0.00674293,0.016829761,-0.102107444,-0.0653354,-0.008886543,-0.004909427,-0.081566185,0.00571294,-0.053384207,-0.030668336,0.116185649,0.0457542,-0.019665835,0.079594479,0.036651614,-0.077841591,0.044885379,-0.011340012,-0.024031784,-0.018388175,-0.255396354,-0.082112261,-0.008702431,-0.018763902,0.022140005,0.026232213,0.044759496
-0.05963412,-0.008142585,-0.044157855,0.041389464,0.033850885,-0.035423122,0.068377076,-0.148597888,-0.005707694,-0.117117498,-0.045606286,0.06262298,0.00225437,0.04568992,0.153921279,-0.037138474,0.061132453,0.031894161,-0.001020085,-0.10438235,-0.003417306,0.156214911,-0.073499049,0.233615395,0.005568538,-0.042141727,-0.046561053,-0.085933098,0.080374872,0.228764045
-0.019212436,0.136377204,0.014010705,0.060189567,0.040586705,0.055338524,-0.069970007,0.05991648,0.009934569,0.018079113,0.017358095,0.032168624,-0.015499081,0.105813266,0.072339482,0.031131979,0.030008076,0.031177579,0.041246657,0.04178652,0.014288577,-0.027287474,-0.013160311,-0.2123976,-0.010055847,-0.001921718,0.010808003,0.075536133,-0.061717433,0.268728973
0.060186105,0.034123396,0.00542191,-0.004467909,0.06623111,0.010175218,0.053973962,0.149290628,-0.003402581,-0.002250519,0.030353563,0.021452019,-0.03908467,-0.042122526,-0.018326617,-0.021664212,0.045065569,0.037466341,0.010512247,0.031008672,0.004475872,-0.001196076,-0.043894019,0.300611358,0.054642258,0.022296975,0.012677178,-0.005779704,0.000909535,-0.090189719
-0.009770881,-0.037729996,0.160003124,-0.033562605,0.006729609,0.053092989,-0.028617559,0.004737559,-0.048277666,0.036302008,0.025762143,0.048876493,0.058379341,0.039546089,0.066377084,0.081779415,0.107151453,0.039703716,-0.014178895,0.062382267,0.010851354,0.058964737,-0.031631647,0.858501626,0.032395715,0.01482498,0.012295279,-0.012531681,0.063517073,0.390005343
-0.015930466,-0.211863783,0.032489889,0.00950359,-0.003381899,-0.022478753,-0.007965102,0.015382238,0.035725243,0.036536684,-0.003287769,0.012706846,0.016718855,-0.031114228,-0.037362055,0.012462869,-0.02538283,0.021262818,-0.01027566,-0.026760836,-0.008112351,0.00076429,0.107456427,-0.101922595,0.028228795,-0.000780045,-0.001566113,-0.021484136,-0.002858256,-0.000460434
0.038470571,-0.003713634,0.034315163,-0.01646075,-0.058340703,0.030941807,0.036864772,-0.125756498,0.000873778,0.015677288,0.084273141,0.056914337,0.036787869,-0.031563089,-0.010090574,-0.014891116,0.038843992,-0.017866107,-0.00400199,0.034210107,0.001897917,-0.009273826,-0.023330578,-0.10191368,0.052984747,0.009887817,0.010818675,0.039044724,0.000693403,-0.092130553
0.024263795,-0.080036469,0.083125294,0.051981314,0.000748038,0.053228767,0.024190222,-0.017259466,0.019247646,0.071205067,0.059372663,-0.019196155,0.043968841,-0.046070752,-0.064052826,0.03721143,0.014526091,-0.021681496,-0.001874165,0.058050245,0.001958894,-0.086016301,0.105841501,-0.103543795,0.186906281,0.002987203,-0.000721125,0.026337871,0.04179636,-0.166952317
-0.047138215,0.227937135,-0.035203116,-0.030656749,0.041259088,0.012555621,0.010788339,-0.04632388,0.021402697,-0.091154108,-0.066395257,-0.008950966,-0.045384527,0.089211509,0.104364504,0.023266575,0.045701538,0.017104528,-0.073867189,-0.017496278,-0.006912618,0.126893648,-0.025639463,0.067788992,-0.075383434,0.000913417,-0.015380236,-0.077133305,-0.020755298,0.107047101
0.255807128,0.023307115,0.043322503,0.053085958,0.027958089,0.011018209,-0.037318023,0.053145751,0.024363083,-0.014642534,0.007308808,-0.034479638,0.047242517,0.012675835,0.000139027,-0.006457365,0.216385752,0.0161365,0.041566652,0.032824135,0.000445373,0.032950243,0.052087691,-0.194490409,0.094529809,-0.006347591,0.0020328,0.009509611,0.042595791,0.080837072
-0.001321007,-0.075184518,0.020045515,-0.016550009,-0.015537509,-0.019512251,-0.013755718,0.056827057,-0.045945683,0.012285121,0.001469928,-0.001077489,-0.026458703,-0.01129634,-0.018744354,-0.005139517,-0.01452316,0.028684067,-0.012426087,0.028149128,-0.008182642,0.017163626,0.049367552,-0.162164833,0.03194287,-0.007036951,0.01098141,-0.085160441,0.042789354,-0.053651485
0.076991765,0.072538415,-0.013424495,0.088731844,0.03529374,0.009377834,0.073655783,-0.11474393,0.010929297,-0.026676308,0.010216224,0.082216133,-0.008233069,0.120532561,0.041700974,-0.026958513,0.051581307,0.029579977,0.076698643,-0.035440244,-0.003144237,0.04046362,-0.019341094,0.408193135,-0.037442457,-0.007828596,-0.010999373,-0.003718977,0.006915357,-0.028360469
-0.024947893,-0.02169555,-0.032409794,0.03063439,0.009701335,-0.047897691,0.022388632,-0.111734663,0.014676288,-0.036279057,0.051113004,0.003765001,0.107545468,0.015669707,0.04945281,0.062494131,0.005022258,0.034681383,0.184782336,0.048329155,-0.008962912,-0.317378978,0.038698787,-0.193474667,0.003236215,-0.012229191,-0.007383958,0.009129531,-0.016672546,-0.148239373
-0.033007716,0.077568379,-0.006489141,0.021791972,-0.009115714,0.027957392,-0.001002812,-0.055362752,-0.017621476,-0.009369559,-0.008005208,0.079024014,0.102583042,0.083146672,0.027827836,-0.005583554,0.067420594,-0.01062022,-0.019333627,0.014453389,-0.014701914,-0.01242165,0.07078779,0.152705202,-0.121821053,0.000848127,-0.013744072,0.025411919,0.031020975,-0.019683257
-0.030191207,0.161811283,-0.032058636,0.028518513,0.030909663,-0.033319721,0.033943027,0.038198069,0.017297692,-0.033501517,0.004754046,0.042123943,0.00900383,0.061589644,0.011278963,-0.00907539,0.053551801,-0.022157991,0.017563502,-0.023580397,-0.009447637,0.023134922,-0.001981409,0.116780471,-0.02400426,-0.013033615,0.000508667,-0.010011435,-0.005826618,-0.067889192
0.040827538,-0.018275221,0.006979227,0.039475605,0.044777116,0.059213645,-0.000964622,-0.019659765,0.038280964,-0.032654419,0.108849728,0.046550503,0.066053671,0.030733648,0.073431143,-0.024390472,0.188180833,0.047778759,0.029454281,0.000837483,-0.0129816,-0.044103089,0.064613405,-0.236237927,0.195012313,-0.034107727,-0.019813816,0.023943178,0.091839551,0.323135875
0.007357729,0.022359096,-0.093267518,-0.100743069,-0.093733589,-0.089098585,-0.049233859,-0.211436389,0.00640835,-0.120175224,-0.080824028,-0.107325403,-0.170221218,-0.064087334,-0.016062398,-0.06864871,0.012356534,-0.079424666,0.015527782,-0.047164345,-0.023226377,-0.153382736,-0.085822364,-0.0145927,-0.040270079,-0.001005743,-0.036352461,-0.025853961,-0.015748118,-0.133224432
-0.130957345,0.083451659,0.061305586,-0.006903749,-0.035720004,-0.010496074,-0.024877028,0.065290567,-0.027437229,0.078378031,-0.075932114,-0.031897699,-0.021215736,0.010551225,-0.063317388,-0.028758588,-0.110217872,-0.10917971,0.041165174,0.058041518,-0.017744448,0.008551299,-0.11264548,-0.108771933,-0.035325423,-0.011784319,-0.009926453,-0.059857734,-0.056608728,-0.185545949
0.108045208,0.10372932,-0.00872969,0.079330486,-0.022573811,-0.067562409,0.017545291,0.065818611,-0.011598344,0.014902773,-0.034004466,0.020695209,-0.021841369,0.179643837,-0.021837935,-0.02906267,0.001214311,-0.023486278,-0.024941665,-0.012558007,-0.01132846,-0.039761157,-0.05473871,-0.023462041,-0.042997916,-0.024464895,-0.036550945,-0.069547873,-0.066681704,0.066477965
-0.050314635,0.03553091,-0.020582715,-0.008479008,-0.023122952,-0.045370036,0.03965668,-0.035665689,0.04337475,-0.022392279,0.062860511,-0.00203101,-0.07811884,0.082718362,-0.033345673,-0.064271707,0.043814296,0.002691671,0.058090365,-0.005482573,-0.01657598,-0.113744794,-0.086892482,-0.254111337,0.092520547,-0.009769548,-0.025149777,-0.022897085,-0.030476619,0.244874229
-0.015828016,0.170839675,-0.017642,-0.022672181,-0.021478486,-0.003954399,-0.065749158,-0.022190901,0.013628358,-0.016925283,0.008894364,0.028190217,0.020036701,-0.103203056,-0.043901228,-0.003263134,-0.064921646,0.010590725,-0.117098522,-0.003589772,-0.016653818,-0.008236814,0.102373637,-0.25987501,0.05958663,-0.007830998,-0.032511469,0.032014226,-0.078397389,0.074127847
-0.001627854,-0.058076597,0.012465724,-0.03125186,0.026224275,0.091840344,0.064877199,-0.166582737,-0.002562918,-0.050521532,0.067984942,-0.006425605,0.022968515,0.049022165,0.089711767,0.073308295,0.043135866,0.024404723,-0.05121735,-0.015776156,-0.002126938,0.11551953,0.028639959,-0.269053715,-0.105838435,-0.019827333,0.006794964,0.03921928,0.084985278,0.20398571
-0.10301364,0.272352509,-0.013751746,-0.051551441,0.000610441,-0.029876867,0.042291956,-0.085412277,-0.000310181,-0.039239414,-0.015536988,0.002399692,0.060861001,-0.01648066,-0.022487791,0.003897315,-0.052387159,0.00603273,-0.006171287,0.002636217,-0.012222902,0.029127048,-0.004773832,0.057286024,-0.138414631,-0.007831092,-0.042365002,-0.034483385,-0.030584547,0.353889756
-0.010644218,0.028438131,-0.053767631,0.024253275,-0.011932547,0.017589135,-0.01138662,0.042981631,-0.036981556,-0.041867534,-0.040426293,0.011419556,-0.040700266,-0.055393729,-0.035543996,0.005479007,0.064562697,-0.103346835,-0.043897229,-0.035055337,-0.015131236,-0.072872658,-0.063222281,0.106626027,0.042070257,-0.032256423,-0.000135838,-0.00865398,0.059383481,0.206896568
-0.190345581,-0.155379233,-0.057664864,-0.094107855,-0.103666044,-0.006375092,-0.054208417,0.11120818,-0.064577444,0.010160302,-0.117977201,-0.172416715,0.046367602,-0.220672091,-0.048226859,-0.008291121,-0.067282068,-0.183024488,-0.030133209,0.007772977,-0.041140163,-0.221373905,-0.114634199,-0.317237948,-0.266379891,-0.035756868,-0.046511561,-0.044275218,-0.17208765,-0.431952131
-0.031596264,-0.080356289,0.011086594,-0.051811565,-0.016464737,0.024304759,0.009671639,-0.003959059,0.012129006,-0.003281468,-0.004744692,0.008869951,-0.048457366,-0.136293815,-0.002326195,0.033558899,-0.040237901,0.057702434,0.036002988,0.037595287,-0.026202157,-0.013571582,0.10700288,0.0625692,-0.098181558,-0.038813433,-0.027094654,0.049231801,0.00764839,0.147456185
-0.180769561,-0.105666892,-0.060707981,-0.058396901,-0.087833065,-0.085625172,-0.181194845,0.044250904,-0.064341652,-0.125470634,-0.081429661,-0.070270421,-0.063889808,-0.084834128,-0.145175349,-0.144643232,-0.093093933,-0.09867219,-0.071398072,-0.066552835,-0.043856438,-0.135704695,-0.198400097,-0.470034655,-0.084509424,-0.024106242,-0.00418782,-0.127400564,-0.151581223,-0.156465333
